,seed,edges,nodes,gradius,gdiameter,indegree,outdegree,degree,eccentricity,shortpath,clustering,closeness,betweenness,components,context,vasculature,activity,growth,cycles,symmetry
0,0,2456,2008,58,108,1.2231075697211156,1.2231075697211156,2.446215139442231,82.15886454183267,3.036859289300198,0.0179282868525896,0.0028392072347331,0.0014717667923779,1,C,Lava,0.8675496688741722,1.4384045584045584,1286.0,0.7222222222222222
1,1,2691,2168,58,116,1.2412361623616237,1.2412361623616237,2.4824723247232474,87.20295202952029,3.175764614129759,0.0178351783517835,0.0029221238728938,0.0014257725296255,1,C,Lava,0.6399999999999999,1.323076923076923,1255.7021276595744,0.8130434782608695
2,2,2842,2305,54,107,1.2329718004338397,1.2329718004338397,2.465943600867679,81.75921908893709,4.219967725656785,0.0187997107736804,0.0032909677609227,0.0017847288874781,1,C,Lava,0.9268292682926828,1.3182905982905984,1233.673796791444,0.7652173913043478
3,3,2249,1856,61,121,1.2117456896551724,1.2117456896551724,2.4234913793103448,85.95959051724138,3.3433105423366483,0.0129310344827586,0.00332760924193,0.0017518830726298,1,C,Lava,0.8500000000000001,1.3360683760683758,1248.515306122449,0.7
4,4,3005,2413,58,111,1.2453377538334025,1.2453377538334025,2.490675507666805,85.67177786987153,3.818638710027704,0.0207210940737671,0.0029915375261545,0.0015429994151399,1,C,Lava,0.6195652173913044,1.374131054131054,1242.1283422459894,0.7956521739130434
5,5,2582,2088,58,111,1.2365900383141764,1.2365900383141764,2.4731800766283527,83.69013409961686,3.663390363993853,0.014367816091954,0.003267338516965,0.0017077368259629,1,C,Lava,0.803030303030303,1.295042735042735,1212.3,0.5781818181818181
6,6,2560,2073,58,112,1.2349252291365171,1.2349252291365171,2.4698504582730343,83.25325615050652,2.6744017120283403,0.014954172696575,0.0030074868862065,0.0012520757778122,1,C,Lava,0.7777777777777777,1.2335042735042734,1195.1863354037266,0.6857142857142857
7,7,2933,2354,62,123,1.245964316057774,1.245964316057774,2.491928632115548,89.39549702633815,4.143041241301168,0.0186915887850467,0.0031563122040659,0.0017170579139945,1,C,Lava,0.8,1.2948148148148149,1262.5060240963855,0.7148936170212765
8,8,2631,2138,55,107,1.2305893358278766,1.2305893358278766,2.461178671655753,82.73807296538821,4.111685817129965,0.0176177112566261,0.0032734531454855,0.001874941026827,1,C,Lava,0.7311827956989247,1.3185185185185184,1230.1309523809523,0.6708333333333334
9,9,2431,1965,57,105,1.2371501272264631,1.2371501272264631,2.4743002544529262,81.4147582697201,3.89283385934091,0.0156064461407972,0.0034160990328656,0.0019286053031121,1,C,Lava,0.8561151079136691,1.2123076923076923,1267.482269503546,0.5692307692307692
10,0,2627,2142,60,111,1.2264239028944912,1.2264239028944912,2.4528478057889824,86.01540616246498,4.988040615592337,0.0177404295051353,0.0035538002210957,0.002272913192859,1,C,Sav,0.5280898876404494,1.353162393162393,1300.1935483870968,0.6518518518518519
11,1,2920,2367,57,110,1.2336290663286862,1.2336290663286862,2.4672581326573724,84.35868187579214,4.556539963237828,0.0147866497676383,0.0033876271643768,0.0018770962348915,1,C,Sav,0.2962962962962963,0.9048433048433048,1235.6593406593406,0.6827586206896552
12,2,2427,1981,57,101,1.2251388187783947,1.2251388187783947,2.4502776375567894,80.31347804139324,5.690491997205778,0.0134612148746424,0.0040171675091423,0.0028035005898866,1,C,Sav,0.0673575129533678,1.384159544159544,1216.0935251798562,0.7142857142857143
13,3,2258,1837,53,95,1.2291780076211214,1.2291780076211214,2.458356015242243,76.24224278715296,5.940881457524641,0.0157866086009798,0.0045008944896754,0.0031545416099596,1,C,Sav,-0.3255813953488372,0.9709401709401708,1164.3714285714286,0.625
14,4,2922,2365,55,104,1.2355179704016914,1.2355179704016914,2.471035940803383,81.28456659619451,4.899839738430224,0.0088794926004228,0.0038108347791282,0.0020189874196596,1,C,Sav,0.3111111111111111,0.9283190883190884,1252.7142857142858,0.6896551724137931
15,5,2596,2121,56,109,1.223950966525224,1.223950966525224,2.447901933050448,82.25978312116926,5.403697081298426,0.0108439415370108,0.0037551289421367,0.0024864431157158,1,C,Sav,0.0632911392405062,0.835099715099715,1109.4142857142858,0.7333333333333333
16,6,2717,2225,55,106,1.221123595505618,1.221123595505618,2.442247191011236,82.31056179775281,6.208261458249131,0.0137827715355805,0.0041084702306715,0.0027249207321128,1,C,Sav,0.2222222222222223,0.9757264957264956,1210.945652173913,0.5411764705882353
17,7,2452,1976,50,97,1.2408906882591093,1.2408906882591093,2.4817813765182186,75.79453441295547,5.328549684825501,0.0133265856950067,0.0039890326905174,0.00263027113974,1,C,Sav,0.2745098039215685,0.8984615384615384,1144.9058823529413,0.5733333333333333
18,8,2439,1993,56,107,1.2237832413447065,1.2237832413447065,2.447566482689413,81.68188660311088,5.460611386841898,0.0110386352232814,0.00361960764729,0.0026766204301635,1,C,Sav,0.3333333333333332,0.842165242165242,1159.6179775280898,0.6785714285714285
19,9,2865,2319,57,109,1.2354463130659767,1.2354463130659767,2.470892626131953,83.3134971970677,5.55279789085251,0.0103492884864165,0.0036798427303581,0.0023380055296688,1,C,Sav,0.4252873563218391,1.0675783475783476,1164.4274809160306,0.7818181818181817
20,0,1879,1534,56,107,1.2249022164276402,1.2249022164276402,2.4498044328552804,82.08604954367667,9.266963398029104,0.0186875271621034,0.0047670930952902,0.0059212844221582,1,CH,Lav,0.7882352941176471,1.1024501424501425,1360.6914893617022,0.4701754385964912
21,1,1887,1583,57,110,1.1920404295641187,1.1920404295641187,2.3840808591282374,85.72331017056223,8.302160758309887,0.0160033691303432,0.0043900179937368,0.0051369065249023,1,CH,Lav,0.7101449275362319,0.9907692307692308,1410.264367816092,0.4259259259259259
22,2,1736,1435,57,114,1.2097560975609756,1.2097560975609756,2.419512195121951,82.68989547038328,10.677221679568856,0.0097560975609756,0.0055067533914896,0.0072950398988837,1,CH,Lav,-0.6666666666666667,0.3819943019943019,1272.076923076923,0.5333333333333333
23,3,1992,1625,54,103,1.2258461538461538,1.2258461538461538,2.451692307692308,76.78707692307692,7.740808260704813,0.0135384615384615,0.0051075289992001,0.0046558936209009,1,CH,Lav,0.96078431372549,1.4748717948717949,1402.9447852760736,0.7323529411764707
24,4,2190,1788,54,108,1.2248322147651007,1.2248322147651007,2.449664429530201,79.84395973154362,9.673690423879147,0.0124906785980611,0.0045830628527266,0.0053064598302197,1,CH,Lav,0.8476190476190477,1.3887179487179488,1348.948905109489,0.6380952380952382
25,5,1970,1622,53,105,1.214549938347719,1.214549938347719,2.429099876695438,77.45499383477188,9.960981066169898,0.0160295930949445,0.0051212073852706,0.006017191455057,1,CH,Lav,0.6635514018691588,1.379373219373219,1411.08547008547,0.5566666666666666
26,6,2227,1841,54,107,1.2096686583378595,1.2096686583378595,2.4193373166757195,81.82292232482347,8.370395342795739,0.0092341118957088,0.0043242728046437,0.004454097018886,1,CH,Lav,1.0,1.617094017094017,1317.0053475935829,0.7718309859154929
27,7,1802,1477,53,105,1.2200406228842249,1.2200406228842249,2.4400812457684498,76.18077183480027,9.640855355743808,0.0042879711126156,0.0051752297230237,0.0063965642617077,1,CH,Lav,0.896551724137931,1.494245014245014,1327.7112676056338,0.6892857142857143
28,8,2237,1809,53,105,1.236594803758983,1.236594803758983,2.473189607517966,77.72747374239911,8.336447678030693,0.0070020269025244,0.0046698128319334,0.0045096708330445,1,CH,Lav,0.8723404255319149,1.2790883190883189,1332.336,0.6627450980392158
29,9,2279,1885,58,115,1.2090185676392573,1.2090185676392573,2.4180371352785146,84.59575596816975,12.564680655752476,0.016445623342175,0.0053283589866971,0.0065436357875592,1,CH,Lav,0.8769230769230769,1.4258689458689455,1354.879746835443,0.7566666666666667
30,0,2356,1930,52,100,1.2207253886010363,1.2207253886010363,2.4414507772020726,78.48911917098445,3.6360510560117327,0.0157167530224524,0.0032891352142547,0.0018340526314504,1,CH,Lvav,1.0,1.4678062678062676,1369.0552147239264,0.6499999999999999
31,1,2720,2212,58,116,1.2296564195298372,1.2296564195298372,2.4593128390596743,85.15551537070525,3.2420357525212995,0.0110006027727546,0.0028944841641196,0.0014262850281009,1,CH,Lvav,0.984,1.43019943019943,1328.179640718563,0.4839506172839506
32,2,2330,1909,62,121,1.220534311157674,1.220534311157674,2.441068622315348,86.34468308014668,3.619737632509804,0.0129212502182643,0.0032482862119389,0.0018457081366555,1,CH,Lvav,1.0,1.4096866096866096,1304.4642857142858,0.5352941176470588
33,3,2498,2036,61,121,1.2269155206286837,1.2269155206286837,2.4538310412573674,88.58251473477407,4.7010132118187125,0.0168631303208906,0.0033191625152999,0.002254272569136,1,CH,Lvav,1.0,1.4525356125356126,1389.3311688311687,0.7483870967741936
34,4,2779,2273,57,110,1.2226132864056314,1.2226132864056314,2.4452265728112628,85.86053673559172,4.143588931300075,0.0153981522217333,0.0030574854090415,0.00177842367588,1,CH,Lvav,0.951219512195122,1.2414814814814814,1378.725,0.5333333333333333
35,5,2653,2168,57,110,1.223708487084871,1.223708487084871,2.447416974169742,85.86854243542436,3.315598196360367,0.0195264452644526,0.0032086406852856,0.0014863975933962,1,CH,Lvav,0.9672131147540984,0.7544159544159543,1314.6923076923076,0.4
36,6,2603,2121,58,113,1.2272512965582272,1.2272512965582272,2.4545025931164544,85.84064120697784,3.643483849732682,0.0149300644350149,0.0029468170625678,0.0016734671855531,1,CH,Lvav,1.0,1.538005698005698,1314.95530726257,0.75
37,7,2353,1928,55,109,1.220435684647303,1.220435684647303,2.440871369294606,83.6804979253112,4.607660414248708,0.021265560165975,0.003614258153523,0.0023295722891543,1,CH,Lvav,1.0,1.4502564102564102,1302.2469135802469,0.7016949152542373
38,8,2457,2002,55,109,1.2272727272727273,1.2272727272727273,2.4545454545454546,82.6023976023976,4.04004491260863,0.0126540126540126,0.0032436841680427,0.0019677173151685,1,CH,Lvav,0.9405940594059404,1.4422792022792024,1312.2784810126582,0.6696969696969697
39,9,2621,2129,56,109,1.2310944105213717,1.2310944105213717,2.462188821042743,81.0479098168154,4.3110125301511175,0.0117426021606387,0.0037030051515407,0.0019711331953661,1,CH,Lvav,1.0,1.5829059829059826,1361.138888888889,0.7761194029850746
40,0,1928,1570,56,107,1.2280254777070063,1.2280254777070063,2.4560509554140126,81.8891719745223,9.085919060783574,0.0193205944798301,0.0046766931590443,0.0056725464936007,1,C,Lav,0.1677852348993289,1.03019943019943,1172.0973451327434,0.725
41,1,1930,1612,57,110,1.19727047146402,1.19727047146402,2.39454094292804,85.60669975186104,8.151856113290606,0.0163358147229114,0.0043428031091981,0.0049525494550841,1,C,Lav,0.2452830188679244,0.9255840455840456,1127.378048780488,0.5806451612903225
42,2,1769,1458,57,114,1.2133058984910836,1.2133058984910836,2.4266117969821672,82.5246913580247,10.881634755068244,0.0096021947873799,0.005531615990903,0.0073177127618966,1,C,Lav,0.2619047619047618,0.8624501424501423,1133.1470588235295,0.8
43,3,2125,1710,53,103,1.2426900584795322,1.2426900584795322,2.4853801169590644,76.42397660818713,7.3807664274788785,0.0167641325536062,0.0049344263672542,0.0042169886966454,1,C,Lav,-0.0095238095238094,0.924216524216524,1190.9135802469136,0.696
44,4,2235,1818,54,108,1.2293729372937294,1.2293729372937294,2.458745874587459,79.87513751375137,9.741737519927009,0.0137513751375137,0.0046336513412662,0.0052553304954821,1,C,Lav,0.1875,1.1617094017094016,1288.704761904762,0.6461538461538462
45,5,2038,1670,53,105,1.2203592814371258,1.2203592814371258,2.440718562874252,77.57844311377245,10.150508928219056,0.0181636726546906,0.0050470902357402,0.005956820706041,1,C,Lav,0.2727272727272727,1.0199430199430195,1205.3189655172414,0.7862068965517242
46,6,2344,1922,53,105,1.2195629552549427,1.2195629552549427,2.439125910509885,79.42559833506763,8.859188193800813,0.0112729795352063,0.0045222713702679,0.0045155741405712,1,C,Lav,0.0090090090090089,1.1277492877492876,1221.2,0.6352941176470588
47,7,1816,1485,53,105,1.222895622895623,1.222895622895623,2.445791245791246,76.16363636363636,9.632475700400228,0.0042648709315375,0.0051349793036157,0.0063570508569808,1,C,Lav,-0.0294117647058823,1.177207977207977,1205.936936936937,0.7030303030303031
48,8,2333,1867,53,105,1.2495982860203536,1.2495982860203536,2.499196572040707,76.91858596679164,8.070618418507031,0.0074986609534011,0.0045739636245732,0.0042296340700532,1,C,Lav,0.1257485029940119,1.1213675213675214,1192.3333333333333,0.6256410256410256
49,9,2450,2001,58,115,1.2243878060969515,1.2243878060969515,2.448775612193903,83.46576711644178,12.483877311344328,0.0154922538730634,0.0053028176721295,0.0061234742808685,1,C,Lav,-0.1012658227848101,1.1509971509971508,1201.918699186992,0.718918918918919
50,0,2600,2130,60,111,1.2206572769953052,1.2206572769953052,2.4413145539906105,86.08075117370892,4.906654802779413,0.0169014084507042,0.0035055147473974,0.0022485670701008,1,CH,Sav,1.0,1.5664957264957262,1391.4175257731958,0.7454545454545454
51,1,2786,2273,57,111,1.225692916849978,1.225692916849978,2.451385833699956,84.64012318521777,4.5759762877750445,0.0149582050153981,0.0034025759217953,0.0019631579282831,1,CH,Sav,1.0,1.4796581196581198,1369.2710843373493,0.7258064516129032
52,2,2341,1921,57,101,1.2186361270171786,1.2186361270171786,2.437272254034357,80.33107756376887,5.9959675407773725,0.0119729307652264,0.0040474554196735,0.0030480168451651,1,CH,Sav,1.0,1.4616524216524218,1370.5430463576158,0.6424242424242423
53,3,2143,1765,56,95,1.2141643059490086,1.2141643059490086,2.428328611898017,76.88838526912181,6.060845169040232,0.0137865911237015,0.0045999599051874,0.0033495776242781,1,CH,Sav,1.0,1.5496296296296297,1388.8579234972678,0.7072463768115942
54,4,2869,2330,55,104,1.2313304721030045,1.2313304721030045,2.462660944206009,81.52703862660944,4.950578910803694,0.0085836909871244,0.0038381578858507,0.0020705591072644,1,CH,Sav,0.826086956521739,1.0404558404558404,1306.5204081632653,0.6125
55,5,2558,2098,56,109,1.219256434699714,1.219256434699714,2.438512869399428,82.47712106768351,5.324220492027969,0.0101684143628852,0.0037191643938264,0.0024766415872374,1,CH,Sav,1.0,1.4427350427350425,1347.4578313253012,0.7206349206349206
56,6,2655,2183,55,106,1.2162162162162162,1.2162162162162162,2.4324324324324325,82.76637654603756,5.824832584763607,0.0135898610474881,0.0040001578179919,0.0026046795717485,1,CH,Sav,1.0,1.5824501424501425,1318.2142857142858,0.8
57,7,2379,1928,50,97,1.2339211618257262,1.2339211618257262,2.4678423236514524,75.90871369294605,5.512860486599039,0.0121023513139695,0.0041097446235324,0.0027890441413108,1,CH,Sav,0.9793814432989691,1.4684900284900284,1290.933734939759,0.7111111111111111
58,8,2417,1981,56,107,1.220090863200404,1.220090863200404,2.440181726400808,81.74558303886926,5.46250490773459,0.0095911155981827,0.0038190761629551,0.0026914402582414,1,CH,Sav,1.0,1.6175498575498577,1379.405,0.6925
59,9,2809,2281,57,109,1.231477422183253,1.231477422183253,2.462954844366506,83.41516878562034,5.503973326564988,0.0100832967996492,0.0036625265089731,0.0023558391930406,1,CH,Sav,0.8857142857142857,1.3226210826210825,1395.297709923664,0.640625
60,0,3132,2525,59,118,1.2403960396039604,1.2403960396039604,2.4807920792079208,87.02336633663366,1.6147479248717265,0.0162376237623762,0.0025347780702139,0.0006161215174414,1,C,Savav,-0.5153846153846153,1.3353846153846152,1206.8136645962734,0.7208333333333333
61,1,3375,2707,76,120,1.2467676394532694,1.2467676394532694,2.493535278906539,97.113409678611,1.1904391751040455,0.0118212042851865,0.0021773494812114,0.0004223189155756,1,C,Savav,0.2156862745098038,0.7056410256410255,1132.872340425532,0.6222222222222222
62,2,2980,2411,58,114,1.2360016590626297,1.2360016590626297,2.4720033181252594,84.07548734964745,1.7051721793784025,0.0165906262961426,0.0025520942549071,0.0006819943076782,1,C,Savav,-0.0683229813664596,1.0648433048433046,1193.4297520661155,0.7151515151515151
63,3,3453,2775,62,115,1.2443243243243245,1.2443243243243245,2.4886486486486485,88.92,1.3002751417603615,0.0115315315315315,0.0022181649022721,0.000450745749768,1,C,Savav,0.1066666666666666,1.0673504273504273,1224.982456140351,0.5900000000000001
64,4,3372,2709,59,113,1.2447397563676634,1.2447397563676634,2.489479512735327,87.23994093761536,1.2674102354807244,0.0211640211640211,0.0022153153517198,0.0004499209762227,1,C,Savav,0.0251256281407035,1.181994301994302,1241.7720588235295,0.76
65,5,3194,2566,65,113,1.244738893219018,1.244738893219018,2.489477786438036,90.61340607950116,1.0947661654352387,0.0185762535723564,0.0020789857047947,0.0004094605311517,1,C,Savav,0.1875,0.6358974358974357,1054.5245901639344,0.8125
66,6,3074,2486,59,111,1.236524537409493,1.236524537409493,2.473049074818986,87.43885760257442,1.5037335841274515,0.0160901045856798,0.0024958197439708,0.0005822593465999,1,C,Savav,0.053763440860215,0.8777207977207976,1082.8181818181818,0.7619047619047619
67,7,3249,2613,55,109,1.243398392652124,1.243398392652124,2.486796785304248,82.85036356678148,1.208318022327988,0.0131394310498788,0.002254753374675,0.0004440938162989,1,C,Savav,0.1016949152542372,1.0233618233618234,1295.776595744681,0.7266666666666667
68,8,3230,2614,66,121,1.2356541698546288,1.2356541698546288,2.4713083397092577,92.93764345830144,1.2513237180585215,0.0132619229788319,0.0021802260939641,0.0004602188458381,1,C,Savav,0.3435114503816794,1.015384615384615,1178.1826923076924,0.6500000000000001
69,9,3395,2715,58,105,1.2504604051565378,1.2504604051565378,2.500920810313076,83.57790055248618,1.3615644139724314,0.0186617556783302,0.0021764269844692,0.0004830401302603,1,C,Savav,0.2520325203252032,1.0700854700854698,1229.6190476190477,0.6424242424242423
70,0,2386,1968,58,108,1.2123983739837398,1.2123983739837398,2.42479674796748,82.35365853658537,3.1266416709032367,0.0152439024390243,0.0029099909587482,0.001546075295431,1,CH,Lava,0.945945945945946,1.2601709401709402,1232.2672413793102,0.6244897959183674
71,1,2619,2121,58,116,1.234794908062235,1.234794908062235,2.4695898161244694,87.3917963224894,3.24008611103698,0.0169731258840169,0.0029750447674819,0.0014869369043222,1,CH,Lava,1.0,1.5995441595441595,1399.02688172043,0.7194444444444443
72,2,2772,2265,54,107,1.223841059602649,1.223841059602649,2.447682119205298,82.23487858719646,4.204688609115515,0.0160412067696835,0.003282709840714,0.0018096173923317,1,CH,Lava,1.0,1.5833618233618232,1398.8082901554403,0.7594202898550725
73,3,2217,1837,61,121,1.2068590092542189,1.2068590092542189,2.4137180185084377,86.09853021230266,3.374112144101577,0.0110687715478134,0.0033268315151427,0.0017865872856164,1,CH,Lava,1.0,1.5024501424501424,1309.79754601227,0.7627118644067796
74,4,2889,2343,58,111,1.2330345710627402,1.2330345710627402,2.4660691421254803,85.92872385830132,3.9920197634321832,0.0193484137146109,0.0030464751424362,0.0016617832813323,1,CH,Lava,1.0,1.4386324786324785,1327.6848484848483,0.7193548387096773
75,5,2559,2072,59,111,1.23503861003861,1.23503861003861,2.47007722007722,84.05743243243244,3.673976582293821,0.0144787644787644,0.0032864776899162,0.0017258028983093,1,CH,Lava,1.0,1.5826780626780628,1355.2558139534883,0.6453333333333333
76,6,2479,2019,58,112,1.227835562159485,1.227835562159485,2.45567112431897,83.47102526002972,2.6843757838689046,0.0135380551428099,0.0030450263446512,0.001289954893841,1,CH,Lava,0.9294117647058824,1.3796011396011396,1307.0068027210884,0.5545454545454546
77,7,2888,2324,62,123,1.242685025817556,1.242685025817556,2.485370051635112,89.34853700516351,4.181584588152746,0.0173551348250143,0.0031538258244885,0.0017557039311276,1,CH,Lava,1.0,1.6692877492877491,1360.2441314553992,0.8082191780821918
78,8,2595,2115,55,107,1.2269503546099292,1.2269503546099292,2.4539007092198584,83.07801418439716,4.100897092668264,0.0176516942474389,0.0033182455122612,0.001889788116206,1,CH,Lava,0.9791666666666669,1.3636467236467236,1336.2892561983472,0.5704918032786885
79,9,2359,1923,58,105,1.2267290691627666,1.2267290691627666,2.453458138325533,82.10920436817473,3.947642401013418,0.0157739642919049,0.0034642778550955,0.0019985854911177,1,CH,Lava,0.978494623655914,1.461880341880342,1385.8157894736842,0.6272727272727272
80,0,3098,2508,59,118,1.2352472089314197,1.2352472089314197,2.470494417862839,87.06977671451355,1.5861026128435278,0.0151515151515151,0.0025457939798973,0.0006089642855009,1,CH,Savav,1.0,1.5867806267806264,1370.778947368421,0.7774647887323944
81,1,3321,2673,76,120,1.2424242424242424,1.2424242424242424,2.484848484848485,97.86195286195286,1.186247454585778,0.011971567527123,0.002198496612164,0.0004260384012548,1,CH,Savav,0.6296296296296295,0.4168660968660968,1467.45,0.1923076923076923
82,2,2931,2380,59,115,1.2315126050420169,1.2315126050420169,2.4630252100840337,84.6420168067227,1.7356892063256577,0.0168067226890756,0.0025436806259008,0.0007035258101768,1,CH,Savav,0.8476190476190477,1.19019943019943,1397.4358974358977,0.5186440677966102
83,3,3354,2715,63,115,1.2353591160220994,1.2353591160220994,2.4707182320441987,89.31049723756907,1.3122076240651095,0.0096992019643953,0.0022233480937475,0.0004649825445447,1,CH,Savav,0.2727272727272727,0.6703133903133902,1412.84375,0.2928571428571428
84,4,3300,2664,59,113,1.2387387387387387,1.2387387387387387,2.477477477477477,87.3048048048048,1.227533297473215,0.0182682682682682,0.0022263778310533,0.0004428006023562,1,CH,Savav,0.9449541284403672,1.4174358974358978,1335.7628205128206,0.6575757575757576
85,5,3162,2547,65,113,1.2414605418138986,1.2414605418138986,2.4829210836277973,90.78994895956026,1.1089840920004774,0.0179295903677529,0.0021129266557403,0.0004178448033638,1,CH,Savav,0.574468085106383,0.9565811965811964,1412.2063492063492,0.2740740740740742
86,6,3042,2468,59,111,1.2325769854132902,1.2325769854132902,2.4651539708265804,87.5194489465154,1.514461392816293,0.0158022690437601,0.0025108183112894,0.0005906968209136,1,CH,Savav,0.9444444444444444,0.4446723646723645,1097.967741935484,0.4888888888888888
87,7,3191,2579,55,110,1.2373012795657232,1.2373012795657232,2.4746025591314464,83.40791004265219,1.223396376594268,0.0122786609797078,0.0022978250846829,0.0004554777221883,1,CH,Savav,0.8999999999999999,1.217321937321937,1302.963503649635,0.5766666666666667
88,8,3161,2569,66,121,1.2304398598676527,1.2304398598676527,2.4608797197353054,93.11794472557416,1.2350339356501978,0.013364473854937,0.0021791513202994,0.0004620964723718,1,CH,Savav,1.0,0.1403988603988603,699.0,0.4666666666666667
89,9,3379,2705,58,105,1.2491682070240295,1.2491682070240295,2.498336414048059,83.59223659889095,1.374596544859946,0.0187307455329636,0.0022042092120465,0.0004894248830891,1,CH,Savav,0.8999999999999999,1.4409116809116806,1313.27950310559,0.6553846153846155
90,0,2397,1955,52,99,1.2260869565217392,1.2260869565217392,2.4521739130434783,78.39897698209718,3.654592978662696,0.0165387894288149,0.0033086200462018,0.0018195202780234,1,C,Lvav,0.8169014084507042,1.3996581196581197,1278.31843575419,0.6654545454545455
91,1,2839,2293,58,116,1.2381160052333189,1.2381160052333189,2.4762320104666378,84.92019188835586,3.122995549852385,0.0117749672917575,0.0028254983690582,0.0013251032845388,1,C,Lvav,0.6666666666666667,1.3716239316239316,1274.4032258064517,0.7358490566037736
92,2,2385,1944,62,121,1.226851851851852,1.226851851851852,2.453703703703704,85.92592592592592,3.557409578332264,0.0137174211248285,0.0032130246138157,0.0017811823339146,1,C,Lvav,0.7291666666666667,1.43019943019943,1298.026455026455,0.7686274509803921
93,3,2601,2100,61,121,1.2385714285714289,1.2385714285714289,2.4771428571428573,87.69666666666667,4.568112933596497,0.0193650793650793,0.0032966908059553,0.0021233434743681,1,C,Lvav,0.0961538461538462,0.9978347578347576,1113.9135802469136,0.792
94,4,2861,2325,56,108,1.230537634408602,1.230537634408602,2.461075268817204,84.41290322580645,4.176821572002295,0.0164874551971326,0.0030469126346207,0.0017528654444914,1,C,Lvav,0.784431137724551,1.36,1301.867724867725,0.7576923076923077
95,5,2698,2194,57,110,1.2297174111212397,1.2297174111212397,2.45943482224248,85.77256153144941,3.2741074297476724,0.0194469766028562,0.0031663023980284,0.0014504524406551,1,C,Lvav,0.6911764705882353,1.18017094017094,1290.7664233576645,0.6170212765957447
96,6,2724,2199,58,113,1.2387448840381992,1.2387448840381992,2.4774897680763983,85.71441564347431,3.53636031101903,0.0160679096559041,0.0029238331528041,0.0015661688252061,1,C,Lvav,0.6989247311827957,1.2911680911680912,1253.7606382978724,0.7695652173913043
97,7,2459,1994,55,109,1.233199598796389,1.233199598796389,2.466399197592778,83.31845536609829,4.481751325225048,0.0222333667669675,0.003583618734637,0.0021904525169096,1,C,Lvav,0.9095477386934674,1.417663817663818,1293.9227272727271,0.7666666666666666
98,8,2555,2066,54,107,1.2366892545982575,1.2366892545982575,2.473378509196515,81.7052274927396,3.961915387842833,0.0148434979025491,0.0031666633735159,0.0018700614167591,1,C,Lvav,0.7305699481865284,1.3818803418803418,1284.973404255319,0.7178571428571429
99,9,2656,2152,56,109,1.2342007434944238,1.2342007434944238,2.4684014869888475,80.88197026022304,4.268098265006852,0.0123915737298636,0.0036530529312481,0.0019308670078398,1,C,Lvav,0.8961038961038961,1.3846153846153844,1311.0892018779343,0.7529411764705882
